Ulasan,label_sentimen
celana hitam kira ukuranya 37 nya bakal sama yang abu2 nyata sedikit pendek 1 lipat bisa permak pas pakai melar jongkok tipis jadi hati2 kalau sangkut,negative
fitting saya kurang pas saran kalau badan sedikit besar beli celana bisa stretch bagi pinggang itu lebih worth meski nambah biaya 50rb,negative
potong jahitanya tidak rapih maaf kasih nilai sgtu,positive
ukuranya pas,neutral
proses jual terlalu lama,negative
ukuranya pas,neutral
kualitas bahan kain nyaman keren,positive
ukuranya terlalu kecil l tinggi badan 160 170 cuma,negative
satu kali pakai kulit plastik hitam kelupas,neutral
sorry banget terlalu mahal harga segitu kualitas kayak celana pasar malam harga 60 ribu,negative
bahan bagus jahitanya lumayan rapih ukuranya pas,positive
kurang puas bagi jahitanya bagi bawah kaos,negative
ukuranya pas,neutral
ukuranya terlalu besar tinggi badan 160 cuma,positive
ukuranya pas,neutral
bentuk lensa beda sama gambar ini segiempat tidak lengkung lingkar,neutral
gede,neutral
mantap,positive
tidak sama gambar warna sama tidak slimfit,neutral
bagus banget kualitas atas ekspektasi rekomendasi pis lah,positive
chat tidak bales gilir minta cancel malah proses barang kirim tidak dapat stiker lagi kecewa sama layan,negative
proses kirim lama waktu tiba barang 2 kali lipat waktu estimasi tentu,negative
lumayan ukuranya badan pas panjang celana sip banget bahan kain ringan lumayan tebal jahitanya lumayan rapih bolehlaah,positive
kecewa sama ukuranya tambah besar padahal ngambil ukuranya bawah,positive
lumayan bagus,positive
kecewa pesan 2 barang belum nya stok komplit nya berani order pas order pemberitahuan 1 barang kosong padahal resi keluar mau ganti lain tidak mau cancel tidak rumit banget,positive
ukuranya pas bagus,positive
bahan bagus,positive
ukuranya pas,neutral
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
ukuranya pas,neutral
kirim sesuai estimasi barang sesuai deskripsi ukuranya akurat,positive
kualitas bagus pakai pas cocok,positive
layan admin lama kurang responsif,negative
kecewa sih dulu pernah beli bahan tidak setip terawang sekarang apa salah milih seri apa iya label yang lama tulis warna biru warna merah tipis beud cocok buat dalem,negative
gitu produk cacat jangan jual,negative
beli beberapa baju sama jaket,neutral
kurang sesuai ukuranya fitmentnya kurang bagus,neutral
kirim hampir bulan burukkk,negative
mantaap,neutral
bagus bahan nya lembut,positive
harga spesial kualitas atas apa bayar model mantap mau beli eh sold out,positive
tidak pernah bosan beli kaos sini layan baik dan cepat,positive
kualitas barang tidak banding harga nya pola nya panjang,neutral
mantap barang keren,positive
aduh produk cacat lubang ky bekas kena putung rokok,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
harga hampir 200rb nyata jahitanya pinggir nya lenceng depan kurang puas kalau bahan sesuai ingin kirim sangat cepat,positive
barang original bahan bagus harga,positive
barang bagus,positive
bagi leher cepat sekali longgar,positive
bahan lembut sablon bagus,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg,neutral
hoodie nya oke,positive
kurang kualitas kontrol barang lecet yang mau beli better store tidak rekomendasi beli online,negative
barang terima baik sip lah pokok,positive
1 rantai patah,neutral
barang sampai baik terima kasih,positive
barang dengan selamat thankkksssssss,positive
ukuranya xxl rasa l tidak muat malah pakai bokap kurus,negative
ukuranya pas kirim cepat,positive
ukuranya terlalu kecil bahan standar,negative
kaos kurang bagus,neutral
barang mantap original,positive
jahitanya banyak keluar,negative
lumayan bagus,positive
tidak sesuai foto kualitas produk,negative
keren bahan bagus pas jahitanya rapih next order,positive
ukuranya pas,neutral
ukuranya pas,neutral
salah barang mau kirim balik rugi ongkir,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg terimakasih,neutral
produk bagus kirim cepat puas belanja harga jangkau kualitas oke rekomendasi,positive
pesan baru kirim 10 hari mesan barang tidak sesuai pesan,negative
tidak kancing nya,neutral
barang baru bau kayak konveksi tidak kayak merek unit baru wangi hari hari bahan muas level tinggi keren cakep mentereng diskon,positive
bahan celana tipis banget bahan itu lama bulu lalu tip lubang,negative
lubang leher terlalu lebar bawah jadi buka bagi dada kalau pakai angin masuk leluasa tidak halang kerah hoodie,neutral
ukuranya pas,neutral
bahanya tipistransparan jahitanya nya tidak rapi banyak sisa benang,negative
bagus cepat respon adminnya kirim cepat,positive
bahan 20s sangat tipis tembus pandang kain memang sesuai deskripsi kasar perhati gramasi 180 beli kaos wajib perhati gramasi bukan jenis 20s nya,neutral
tipe bahan panas jahitanya tidak rapi,negative
warna beda gambar,neutral
ukuranya beda sama 39 umum kecil banget,negative
maaf bintang 3 harga 160rbu tidak worth it banget kualitas kaya beli pasar malem hrg 75 rbuam,positive
material bentuk tidak sesuai gambar,negative
barang tidak lengkappesan 2 datang 1 janji mau kirim hari besok hampir minggu tidak barang dua,neutral
kecewa kemeja nya tidak sesuai bayang bahan kaku tipis jadi jadi transparan kancing mau copot padahal pakai jadi jahit ulang kancing sisa benang jahitanya potong,negative
panas iya bahanya,neutral
selalu suka sama kualitas kaos jaman kuliah dulu sekarang,positive
2 bulan rusak,negative
sumpah butut pis bahan kasar tidak sesuai harga,negative
bagus jugakkk eaaa,positive
barang sesuai deskripsi bagus banget,positive
jahitanya logo ngait dasi kecil sangat jelek baru 1 hari pakai lepas,negative
jual lambattttkualitas biasa,neutral
bukan slim fit skinny,neutral
bahan nyaman desain dengan harga tawar sangat worth it,positive
nyata besar baik bahan enak pakai cuma mungkin jadi kurang nilai plus finishingnya soal lihat foto masih sisa bahan kayak jahitanya lebih di salah satu area mungkin kualitas kontrol nya kurang teliti di celana yang saya pesan,positive
ukuranya pas,neutral
ukuranya pas bahan bukan melar,neutral
sablonya tipiss,neutral
pesan 2xl datang xl semua ukuranya,neutral
topi jahitanya topi yang lepassobek celana bahan chino tipis,neutral
prasangka salah cuci pas pakai pertama pas pakai dua nyata memang bahan gampang bau apek benar review orang2 kolom komentar,neutral
dinote tambahin lubang banyak tidak kerja barang cina rebranding,neutral
pesan 36 tengah 35 ngepas banget jadi lining dalam rada tipis,neutral
pesan merah maroon malah kirim warna,neutral
repeat beli lebih 5 kaos tadi tidak logo qualitas jahitanya sekarang logo nya houseofcuff malah jahitanya tidak rapih mudah2an kualitas bahan tetap bagus,positive
barang bagus paking rapih rekomed deh buat semua sama makin bagus kuaitasnya,positive
sedikit melar pakai gada melar kali tulis kalau tidak melar tulis gausah bohong,neutral
ukuranya terlalu kecil,negative
barang bagus,positive
bagus celana bahan lumayan respon adminnya oke edit baru pakai sekali sletingnya jebol bukan mengeneralisir memang dapat barang sletingnya kurang bagus,positive
salah kirim return nya rumit lebih mudah bintang 1,neutral
ukuranya pas,neutral
produk bagus pakai nyaman,positive
jahitanya bawah zipper kendor gin kualitas kontrol nya coba betul min biar jangan ada gin,positive
oke banget bahan stylenya ganteng parah,negative
keren bahan nya bagus warna nya dark blue worth the price ukuranya pas,positive
bahan terlalu tipis,negative
lumayan bagus barang,positive
keren,positive
review jujur ukuranya 32 terlalu ketat tubuh tinggi 170cm berat 72kg mungkin ukuranya 33 beberapa jahitanya tidak rapih lubang kancing bolong sendiri,neutral
kirim barang salah kemudian kembali ganti barang sampai nyata beda banget warna gambar kualitas bahan tidak sesuai ekspektasi jahitanya amburadul kerah beda tidak sesuai foto ada putih spot di bagi kanan atas malas mau kembali memang tidak niat jual kayak,negative
ukuranya terlalu kecil berat badan 71 80 kg prasangka kalau bb 7080 pke l pas nyata bagi pinggul nya kecil jadi nya ke pakai,negative
meh bahan tipis,neutral
selalu jadi pilih mantaapppp ukuranya pas,positive
ukuranya terlalu besar,positive
sablon warna kuning jelek kayak baju lama gitu,negative
tidak sesuai fotodeskripsi tidak motif,negative
seller tidak kompromi cuma mau ganti ukuranya tidak dibolehin padahal cuma malas sellernya tidak mau rumit beli banyak tidak bonus apaapa stiker satu biji tidak beda sama toko belah,negative
ukuranya pas,neutral
mantap,positive
checkout miro dua kali ukuranya beda bahan superb awet cuttingnya mantap salah satu cardigan affordable nyaman fashionable rekomendasi,positive
harga asli 250k harga diskon 130k ukuranya harga asli 250k produk tidak worth it sama sekali kain tipis pori kain lihat lebar mudah sobek tidak tau sobek berapa kali cuci kain jatuh tidak ajeg bagaimana harus kemeja formal tangan tidak gulung rapi ada jahitanya benang putih dalam sangat ganggu kalau lihat pantas harga asli 130k kalau mau diskon iya di bawah 130k,positive
ukuranya pasbahan halus sesuaibarang sesuai pesan,positive
cepat packing rapih rekomendasi,positive
celana keren jahit rapi good,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg,neutral
lebih perhati kirim barang lama pesan hari senin 19 septemberbaru kirim sabtu 24 september,negative
ukuranya tidak sesuai tabel jadi tidak kepake,negative
order royak blue ko kirim warna abu abu,neutral
kejut banget mahal2 dateng tidak bentuk gitu,neutral
jahitanya kurang rapi,neutral
kualitas bahan kurang,negative
cakep model baju bahan baju tidak terlalu tipis bagus jadi pakai nyaman,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
emas kurang baik hanya masuk plastik tidak packing baik,positive
kualitas kurang bagus,neutral
bagi kerah terlalu lebar,neutral
model standar umum bahan kurang serap keringat kurang lembut,neutral
bagus sesuai pesan,positive
bahan tipis,neutral
ukuranya pas,neutral
keren sih sayang foto ini bukan jas overall barang keren,positive
ukuranya pas,neutral
tidak sesuai foto frame kotak bukan bulat gagang kaku bridge nya kecil tidak muat pakai kaya kualitas barang 20 rebu,neutral
maaf beli ini kasih bintang 3 kualitas produk turun jauh banding beli belum,negative
bahan nya tipis kurang worth it harga segitu,negative
barang bagusga sobekaman bahannyapackaging mantaptapii bukan brand housecoffjadi toko cuma dar naro tag celana beli tau item merek kenkaiyang biru abu tidak merekpengiriman lama bangetniat pakai lebaran ehh nyampenya tidak tau kapanmodel gambar cuma pancing ajabiasa marketingyaa kalau mau penasaran silah beli,negative
cepat respon kirim cepat kain adem,positive
warna lihat warna navy bahan agak tipis,neutral
noda moga hilang cuci mohon perhati qcnya belum barang kirim,negative
ukuranya l pinggang oke jahitanya bahan oke,positive
mantap tidak kecewa bahanya ekspektasi bakal bagus dan nyaman pakai ukuranya paslahh hehe terima kasih,positive
ukuranya pas,neutral
bagus terimakasih,positive
respon kirim cepat packing standar kaos bagus bahan adem sablon rapi,positive
ukuranya pas tinggi badan 160 170 cuma ggwp,neutral
barang sesuai sampai tepat waktu,positive
barang tidak sesuai foto sangat beda,negative
mantaapp,neutral
sempat luntur pas cuci pertama kali,neutral
kualitas barang,neutral
tidak worth it jauh gapernah kasih rating bawah 5 celana baru pakai beberapa kali salah gerak sedikit jahitanya bobrok,negative
kurang bagus kualitas bahan,neutral
premiun cotton bulu gitu tidak fell premiun ny,neutral
kereeen,positive
kirim lamagak sticker,neutral
bahan canvas bagi agak kasar,negative
nyata slimfit yaaa td sesuai ekspetasi,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg pakai ukuranya 33,neutral
slim fit mana nya kalau bentuk kayak gin ukuranya 43 asa ukuranya 38 kecil benar,neutral
ukuranya pas,neutral
kerennnnn ukuranya pas,positive
proses siap belum kirim buruk 5 hari,neutral
bauk banget jaket kancing di lubangin kantong saku bawah tettutup jahitanya rapat hmmm terus ukuranya xl gantung banget pas pakai ukuranya kecil,neutral
barang salah kirim catat minta xxl kakak pas checkout tidak pilih xxl ada xxxl,negative
berat badan 60 70 kg tinggi badan 171 180 cuma ukuranya pas,neutral
barang dengan selamat kirim lebih cepat yang harap,positive
bahan terlalu tipis,negative
barang bagus,positive
panas banget puring bahan jelek banget luar baik beli mall dengan harga segitu,negative
tinggi badan 180 cuma berat badan 80 kg ngepres harus xxl kalau mau longgar bahan tipis iya kalau normal bahan lumayan nrawang iya pikir kalau mau beli,neutral
desain simpel elegan bahan enak dapat bonus sisir puas mantap,positive
bahan tipis,neutral
tipis,neutral
tidak sesuai sama di listdi gambar model kotak yang datang malah model bulatkalau memang stocknya kosong konfirmasi dong beli jangan main kirim parah,negative
ukuranya sesuai bahan bagus,positive
tks cepat,positive
keras tidak jauh beda yang harga 30rban,negative
model bagus,positive
model fit kaki fitur elastis pinggang bener2 guna buat perut mulai melar biar tetap make ukuranya sama,neutral
bahan asa tipis adminnya kurang profesional barang kosong bukan langsung ngabarin malah nunggu tagih baru kasih tahu,negative
bahan bagus untuk warna putih kurang putih tidak warna putih bahan drifit,positive
barang sesuai,positive
lubang kancing lengan saku lubang saku kantong samping buka semua yang kancing depan buka,neutral
sudah bilang buru buru mau pakai acara penting seller sanggup kirim esok hari nyata tidak kirim seller bohong barang tidak pakai,positive
warna sangat mudah luntur bahan kasar terawang mudah kusut apa benar bahan katun twill kok beda iya deskripsi produk,positive
bahan tebal nyaman,positive
kirim lama orang butuh kapan datengnya kapan tidak tau masalah kurir di seller pas juga barang luar box aneh banget,negative
,neutral
ukuranya pas bahan adem warna laen sama army lain,neutral
bahan kasar kayak kaos partai,negative
barang tidak sesuai di foto kecewa beli sini,negative
top selalu belanja mari mksh kakak,positive
pesan tidak sesuai abuabu merah csnya robot,negative
nyaman pakai ukuranya sesuai deskripsi bahan cukup tebal kurang kirim,positive
tidak stickernyaaa,neutral
bahan gampang lecek melar brudul sekali cuci sesuai harga,positive
kualitas produk bagus,positive
ukuranya m nya lebih kecil banding m kaos belakang peta indonesia,negative
ukuranya pas packing rapi terimakasih bonus stiker nya,positive
kereeeeennnnnnnnn,positive
suatu nilai jujur beli produk kalian bagus loh sudah pernah beli varian lain hanya varian rasa milik kesan unfinished project im sorry pakai baru 1x 0800 1900 kerja depan monitor umum manusia ngantor sangat ringkih lihat rusa ada pertama datang tidak mulus ada beberapa bagi yang sudah ngelupas lebih tingkat dalam standar produk mohon jangan kejar tayangomzetrevenue okay tons of luck god speed on you guys,positive
